track_id,genre_top,split,subset
43880,,training,large
43881,,training,large
43882,Experimental,training,medium
43883,Experimental,training,small
43884,Experimental,training,medium
43885,Experimental,training,medium
43886,Experimental,training,small
43889,Rock,training,medium
43890,Rock,training,medium
43891,Rock,training,large
43892,Rock,training,large
43893,Rock,training,large
43894,Rock,training,large
43895,Rock,training,medium
43896,Hip-Hop,training,large
43897,Hip-Hop,training,large
43898,Hip-Hop,training,large
43899,Hip-Hop,training,small
43900,Hip-Hop,training,large
43901,Hip-Hop,training,large
43902,Hip-Hop,training,large
43904,Hip-Hop,training,medium
43905,Hip-Hop,training,large
43906,Hip-Hop,training,large
43907,Hip-Hop,training,large
43908,Hip-Hop,training,large
43909,Hip-Hop,training,medium
43910,Hip-Hop,training,large
43911,Hip-Hop,training,small
43912,Hip-Hop,training,large
43913,Hip-Hop,training,large
43914,Hip-Hop,training,large
43915,Hip-Hop,training,large
43916,Hip-Hop,training,medium
43917,Hip-Hop,training,large
43918,Hip-Hop,training,large
43919,Hip-Hop,training,large
43920,Hip-Hop,training,large
43921,Hip-Hop,training,large
43922,,training,large
43923,,training,large
43924,,training,large
43925,,training,large
43926,,training,large
43927,,training,large
43928,,training,large
43929,,training,large
43930,,training,large
43931,,training,large
43932,,training,large
43933,,training,large
43935,,training,large
43936,,training,large
43937,,training,large
43938,,training,large
43939,,training,large
43940,,training,large
43941,,training,large
43954,Rock,training,medium
43955,Rock,training,medium
43956,Rock,training,large
43957,Rock,training,medium
43958,Rock,training,medium
43959,Rock,training,medium
43962,Folk,training,small
43964,Folk,training,medium
43965,Folk,training,small
43966,Folk,training,medium
43967,,training,large
43968,,training,large
43969,,training,large
43970,,training,large
43971,,training,large
43972,,training,large
43973,,training,large
43974,,training,large
43975,,training,large
43976,,training,large
43977,,training,large
43978,,training,large
43979,,training,large
43980,,training,large
43981,,training,large
43982,,training,large
43983,,training,large
43984,,training,large
43985,,training,large
43986,,training,large
43987,,training,large
43988,,training,large
43989,,training,large
43990,,training,large
43991,,training,large
43992,Rock,validation,large
43993,Rock,validation,large
43994,Rock,validation,large
44021,Rock,training,large
44022,Rock,training,large
44023,Rock,training,large
44024,Rock,training,large
44025,Rock,training,large
44026,,training,large
44027,,training,large
44028,,training,large
44029,,training,large
44030,,training,large
44031,,training,large
44032,,training,large
44033,,training,large
44034,,training,large
44035,,training,large
44036,,training,large
44037,,training,large
44038,,training,large
44039,,training,large
44040,,training,large
44041,,training,large
44042,,training,large
44043,,training,large
44044,,training,large
44045,,training,large
44046,,training,large
44047,,training,large
44053,Pop,training,large
44054,Pop,training,large
44055,Pop,training,large
44056,Pop,training,medium
44057,Pop,training,medium
44058,,training,large
44059,,training,large
44060,,training,large
44061,,training,large
44062,,training,large
44063,,training,large
44064,,training,large
44065,,training,large
44066,,training,large
44067,,training,large
44068,,training,large
44069,,training,large
44070,,training,large
44071,,training,large
44072,,training,large
44073,,training,large
44074,,training,large
44075,,training,large
44076,,training,large
44077,,training,large
44078,,training,large
44079,,training,large
44080,,training,large
44081,,training,large
44082,,training,large
44083,,training,large
44084,,training,large
44085,,training,large
44086,,training,large
44087,,training,large
44088,,training,large
44089,,training,large
44090,,training,large
44091,,training,large
44092,Electronic,training,small
44093,Electronic,test,medium
44094,Electronic,test,medium
44095,Electronic,training,medium
44096,Electronic,training,medium
44097,Electronic,training,medium
44098,Electronic,training,medium
44099,,training,large
44100,,training,large
44101,,training,large
44102,,training,large
44103,,training,large
44104,,training,large
44105,,training,large
44106,,training,large
44107,,training,large
44108,,training,large
44109,,training,large
44110,Experimental,training,small
44111,,training,large
44113,Rock,training,large
44114,Rock,training,large
44115,Rock,training,large
44116,Rock,training,large
44117,Rock,training,large
44118,Rock,training,large
44119,Rock,training,large
44120,Rock,training,large
44121,Rock,training,large
44122,Rock,training,large
44123,,test,large
44124,Rock,training,large
44125,Rock,training,large
44126,Rock,training,large
44127,Rock,training,large
44128,Rock,training,large
44129,Rock,training,large
44130,Rock,training,large
44131,Rock,training,large
44132,Rock,training,medium
44133,Rock,training,large
44134,Rock,training,large
44135,Rock,training,large
44138,,training,large
44139,,training,large
44140,,training,large
44141,,training,large
44142,,training,large
44143,,training,large
44144,,training,large
44145,,training,large
44146,,training,large
44147,,training,large
44148,,training,large
44149,,training,large
44150,,training,large
44151,,training,large
44152,,training,large
44154,,training,large
44155,,training,large
44156,,training,large
44157,,training,large
44158,Experimental,training,medium
44159,Experimental,training,large
44160,Experimental,training,large
44161,Experimental,training,large
44162,Experimental,training,large
44163,Experimental,training,large
44164,Experimental,training,medium
44165,Experimental,training,large
44166,Experimental,training,large
44167,Experimental,training,large
44168,Experimental,training,medium
44169,Experimental,training,small
44174,Experimental,training,large
44175,,training,large
44176,,training,large
44177,,training,large
44178,,training,large
44179,,training,large
44180,,training,large
44181,,training,large
44182,,training,large
44183,,training,large
44184,Experimental,training,large
44185,Rock,training,medium
44191,Rock,training,large
44192,Rock,training,medium
44193,Rock,training,medium
44194,Rock,training,medium
44195,Rock,training,medium
44196,Rock,validation,medium
44197,Rock,validation,medium
44198,Rock,training,medium
44199,Rock,training,medium
44200,Rock,training,medium
44201,Rock,training,medium
44202,Rock,training,medium
44203,Rock,training,medium
44204,Rock,training,medium
44205,Rock,training,medium
44206,Rock,training,medium
44207,Rock,training,medium
44208,,training,large
44209,,training,large
44210,,training,large
44211,,training,large
44212,,training,large
44213,,training,large
44214,,training,large
44215,,training,large
44216,,training,large
44217,,training,large
44218,,training,large
44219,,training,large
44220,,training,large
44221,Rock,training,large
44222,Rock,training,large
44223,Rock,training,large
44224,Rock,training,large
44225,Rock,training,large
44226,Rock,training,large
44227,Rock,training,large
44228,Rock,training,large
44229,Rock,training,large
44230,Rock,training,large
44231,Rock,training,medium
44233,Hip-Hop,training,large
44234,Hip-Hop,training,large
44235,Hip-Hop,training,medium
44236,Hip-Hop,training,small
44237,Hip-Hop,training,large
44238,Hip-Hop,training,large
44239,Hip-Hop,training,large
44240,Hip-Hop,training,large
44241,Hip-Hop,training,large
44242,Hip-Hop,training,large
44243,Hip-Hop,training,large
44244,Hip-Hop,training,large
44245,Hip-Hop,training,large
44246,Hip-Hop,training,large
44247,Hip-Hop,training,large
44248,Hip-Hop,training,large
44249,Hip-Hop,training,large
44250,Hip-Hop,training,medium
44251,Hip-Hop,training,large
44252,Hip-Hop,training,large
44253,Hip-Hop,training,large
44254,Hip-Hop,training,medium
44255,Hip-Hop,training,large
44256,Hip-Hop,training,large
44257,Hip-Hop,training,large
44258,Hip-Hop,training,medium
44259,Hip-Hop,training,medium
44275,Rock,training,medium
44276,Rock,training,medium
44277,Rock,training,medium
44278,Rock,training,medium
44279,Rock,training,medium
44280,Rock,validation,medium
44281,Rock,validation,medium
44282,Rock,training,medium
44283,Rock,training,medium
44284,Rock,training,medium
44285,Rock,training,medium
44286,Rock,validation,medium
44287,Rock,training,medium
44288,,training,large
44289,,training,large
44290,,training,large
44291,,training,large
44292,,training,large
44293,,training,large
44294,,training,large
44295,,training,large
44296,,training,large
44297,,training,large
44298,,training,large
44299,,training,large
44300,,training,large
44301,,training,large
44302,,training,large
44303,,training,large
44304,,training,large
44305,,training,large
44326,,training,large
44327,,training,large
44328,,training,large
44329,,training,large
44330,,training,large
44331,,training,large
44332,Experimental,training,large
44334,Experimental,training,large
44335,Electronic,training,medium
44336,Electronic,training,large
44339,,training,large
44340,Electronic,training,medium
44341,Experimental,training,medium
44342,Experimental,training,small
44343,Experimental,training,medium
44344,Experimental,training,medium
44345,Experimental,training,large
44346,Experimental,training,medium
44347,Experimental,training,small
44348,Experimental,training,large
44349,Experimental,training,large
44350,Experimental,training,large
44351,Experimental,training,large
44352,Experimental,training,large
44353,Experimental,training,medium
44354,Experimental,training,small
44355,Experimental,validation,small
44356,Experimental,validation,large
44357,Experimental,training,large
44358,Experimental,test,large
44359,Experimental,training,medium
44360,Experimental,training,large
44361,Experimental,training,large
44362,Experimental,training,medium
44363,Experimental,training,large
44364,Experimental,test,large
44365,Experimental,test,large
44366,Experimental,training,medium
44367,Experimental,training,large
44368,Experimental,training,large
44369,Experimental,training,large
44370,Experimental,training,large
44371,Experimental,test,large
44372,Experimental,test,large
44373,Experimental,training,medium
44374,Experimental,test,medium
44375,Experimental,training,large
44376,Experimental,training,medium
44377,,training,large
44378,,training,large
44379,,training,large
44380,,training,large
44381,,training,large
44382,,training,large
44383,,training,large
44384,,training,large
44385,,training,large
44386,,training,large
44387,,training,large
44388,,training,large
44389,,training,large
44390,,training,large
44391,,training,large
44392,,training,large
44393,,training,large
44394,,training,large
44395,,training,large
44396,,training,large
44397,,training,large
44398,,training,large
44400,Experimental,training,large
44401,,training,large
44402,,training,large
44403,Spoken,test,large
44404,,test,large
44405,Spoken,test,large
44406,,test,large
44407,Spoken,test,large
44408,,test,large
44409,Spoken,test,large
44410,,test,large
44411,Spoken,test,large
44412,,test,large
44413,Spoken,test,large
44421,,training,large
44423,,training,large
44437,,training,large
44438,,training,large
44439,,training,large
44440,,training,large
44441,,training,large
44443,,training,large
44444,,training,large
44445,,training,large
44446,,training,large
44447,,training,large
44448,,training,large
44449,,training,large
44450,,training,large
44451,,training,large
44452,,training,large
44453,,training,large
44454,,training,large
44455,,training,large
44456,,training,large
44457,,training,large
44458,,training,large
44459,,training,large
44460,,validation,large
44461,,validation,large
44462,,validation,large
44463,,validation,large
44464,,test,large
44465,,test,large
44466,,test,large
44467,,test,large
44468,,test,large
44469,,test,large
44470,,test,large
44471,Experimental,training,large
44472,Experimental,training,large
44473,Electronic,training,large
44474,Electronic,training,large
44475,Electronic,training,large
44476,Electronic,training,large
44477,Electronic,training,medium
44478,Electronic,training,large
44479,Electronic,training,large
44480,Electronic,training,large
44481,Electronic,training,large
44482,Electronic,training,medium
44483,Electronic,training,large
44484,Electronic,training,large
44485,Electronic,training,large
44486,Electronic,training,large
44487,Electronic,training,large
44746,Electronic,training,medium
44747,Electronic,training,medium
44748,Electronic,training,medium
44749,Electronic,training,medium
44750,Electronic,training,medium
44751,,training,large
44752,,training,large
44753,,training,large
44754,,training,large
44755,,training,large
44756,,training,large
44757,,training,large
44758,,training,large
44759,,training,large
44760,,training,large
44761,,training,large
44762,,training,large
44763,,training,large
44764,,training,large
44765,,training,large
44766,,training,large
44767,,training,large
44768,,training,large
44769,Folk,test,large
44770,Folk,test,large
44771,Folk,test,medium
44772,Folk,test,large
44773,Folk,test,large
44774,Folk,test,large
44776,Folk,test,large
44777,Folk,test,small
44778,Experimental,training,small
44779,Experimental,training,small
44780,Experimental,training,small
44781,Experimental,training,small
44782,Experimental,training,small
44783,,training,large
44784,,training,large
44785,,training,large
44786,,training,large
44787,,training,large
44788,,training,large
44789,,training,large
44790,,training,large
44791,Experimental,training,small
44792,Experimental,training,small
44793,Experimental,training,small
44794,Experimental,training,small
44795,Experimental,training,small
44796,Experimental,training,small
44797,Experimental,training,small
44798,Experimental,training,small
44799,Experimental,training,small
44800,Experimental,test,small
44801,Experimental,training,small
44802,Experimental,validation,small
44803,Experimental,training,small
44804,Experimental,training,small
44805,Pop,training,small
44806,Pop,training,small
44807,,training,large
44808,,training,large
44809,Pop,training,small
44810,Pop,training,large
44811,,training,large
44812,,training,large
44813,,training,large
44814,,training,large
44815,,training,large
44816,,training,large
44817,,training,large
44818,,training,large
44819,,training,large
44820,International,training,small
44821,International,training,small
44822,International,training,small
44823,International,training,small
44824,Experimental,training,large
44825,Experimental,training,medium
44826,,training,large
44827,,training,large
44828,,training,large
44829,,training,large
44830,,training,large
44831,,training,large
44832,,training,large
44833,,training,large
44834,,training,large
44835,,training,large
44836,,training,large
44837,,training,large
44838,,training,large
44839,,training,large
44840,,training,large
44841,,training,large
44842,,training,large
44843,,training,large
44844,,training,large
44845,,training,large
44846,,training,large
44847,,training,large
44848,Experimental,training,small
44849,Experimental,training,small
44850,Experimental,training,small
44851,Experimental,training,small
44852,Experimental,training,medium
44853,Experimental,training,small
44854,Experimental,training,small
44855,Experimental,validation,large
44856,Experimental,validation,medium
44858,,training,large
44859,,training,large
44860,,training,large
44861,,training,large
44862,,training,large
44863,Experimental,test,medium
44864,Experimental,test,large
44865,Experimental,training,large
44875,,training,large
44880,,training,large
44882,,training,large
44883,,training,large
44884,,training,large
44885,,training,large
44886,Rock,training,medium
44887,Rock,training,medium
44888,Rock,training,medium
44894,Rock,training,medium
44895,Rock,training,medium
44896,Rock,training,medium
44897,,test,large
44898,,test,large
44899,,test,large
44900,,test,large
44901,,test,large
44902,,test,large
44903,,test,large
44904,,test,large
44905,,test,large
44906,,test,large
44907,,test,large
44908,,test,large
44909,,test,large
44910,,test,large
44911,,test,large
44912,,test,large
44913,,test,large
44914,,test,large
44915,,test,large
44916,Rock,training,medium
44917,Rock,training,small
44918,Rock,training,small
44919,Rock,training,medium
44920,Rock,training,medium
44921,Rock,training,medium
44922,Rock,training,medium
44923,,training,large
44924,,training,large
44925,,training,large
44926,,training,large
44927,,training,large
44928,,training,large
44929,,training,large
44930,,training,large
44931,,training,large
44932,,training,large
44933,,training,large
44934,,training,large
44935,,training,large
44936,,training,large
44937,,training,large
44938,,training,large
44939,,training,large
44940,,training,large
44941,,training,large
44942,,training,large
44943,,training,large
44944,,training,large
44945,,training,large
44946,International,training,small
44947,International,training,small
44948,International,training,small
44949,International,training,small
44950,International,training,small
44951,International,training,small
44952,International,training,small
44953,International,training,large
44954,Rock,training,medium
44955,,training,large
44956,,training,large
44957,,training,large
44958,Rock,training,medium
44959,Rock,training,medium
44971,Rock,training,medium
44972,Rock,training,large
44973,Rock,training,medium
44974,Experimental,training,large
44975,Experimental,training,medium
44976,Experimental,training,large
44977,Experimental,training,large
44978,Experimental,training,large
44979,Experimental,training,large
44980,Experimental,training,large
44985,Rock,training,medium
44986,Rock,training,large
44987,,test,large
44988,,test,large
44989,,test,large
44990,,test,large
44991,,test,large
44992,,test,large
44993,,test,large
44995,,training,large
44996,,training,large
44997,,training,large
44998,,training,large
44999,,training,large
45000,,training,large
45001,,training,large
45002,,training,large
45003,,training,large
45004,,training,large
45006,Experimental,training,large
45007,,training,large
45008,,training,large
45010,Experimental,training,large
45011,Experimental,training,large
45012,Rock,training,medium
45013,Experimental,training,large
45014,,training,large
45015,Rock,test,large
45016,Rock,test,medium
45017,Rock,test,large
45018,Rock,test,medium
45019,Rock,test,large
45020,Rock,test,large
45021,Rock,test,medium
45022,Rock,test,medium
45023,Rock,test,large
45024,Rock,test,large
45025,Rock,test,medium
45026,Rock,test,large
45027,Rock,test,medium
45028,Rock,test,medium
45029,Rock,test,large
45030,,training,large
45031,,training,large
45032,,training,large
45033,,training,large
45034,,training,large
45035,,training,large
45036,,training,large
45037,,training,large
45038,,training,large
45039,,training,large
45040,,training,large
45041,,training,large
45042,,training,large
45043,,training,large
45044,,training,large
45045,,training,large
45046,,training,large
45047,,training,large
45048,,training,large
45049,,training,large
45050,,training,large
45051,,test,large
45052,,test,large
45053,,test,large
45054,Rock,validation,medium
45055,Rock,validation,small
45056,Rock,validation,medium
45057,Rock,validation,medium
45058,Rock,validation,medium
45059,Rock,validation,medium
45060,Rock,training,medium
45061,,training,large
45062,,training,large
45063,,training,large
45064,Rock,validation,medium
45065,Rock,validation,large
45066,Rock,validation,large
45067,Rock,validation,large
45068,Rock,validation,large
45069,Rock,validation,large
45073,Rock,validation,large
45074,Rock,validation,large
45075,Rock,validation,large
45076,,validation,large
45077,,validation,large
45078,,validation,large
45079,,validation,large
45080,,validation,large
45081,,validation,large
45082,,validation,large
45083,,validation,large
45084,,validation,large
45085,,validation,large
45086,,validation,large
45087,,validation,large
45088,,validation,large
45089,,validation,large
45090,,validation,large
45091,,validation,large
45092,,validation,large
45093,,validation,large
45094,,validation,large
45095,,validation,large
45096,,validation,large
45097,,validation,large
45098,Rock,training,medium
45099,Electronic,training,small
45100,Electronic,training,small
45101,Electronic,training,small
45102,Electronic,training,small
45103,Electronic,training,small
45109,,validation,large
45110,,training,large
45111,,training,large
45112,,training,large
45113,,training,large
45114,Experimental,training,large
45115,Experimental,training,large
45117,Pop,validation,medium
45118,Pop,validation,large
45119,Pop,validation,small
45120,Pop,validation,large
45121,Pop,validation,large
45122,Pop,validation,small
45123,Pop,validation,large
45124,Pop,validation,large
45125,Pop,validation,small
45126,Pop,validation,small
45127,Pop,validation,small
45128,Pop,validation,small
45135,Electronic,training,medium
45136,Electronic,training,medium
45137,Electronic,training,medium
45138,Electronic,validation,medium
45139,Electronic,training,medium
45140,Electronic,training,medium
45141,Electronic,training,medium
45142,Electronic,validation,medium
45143,Electronic,validation,medium
45144,Electronic,test,medium
45145,Electronic,training,medium
45146,Electronic,training,medium
45147,Electronic,training,medium
45148,Electronic,training,medium
45149,Electronic,test,small
45150,Electronic,training,small
45151,Electronic,training,small
45152,Electronic,test,small
45153,Electronic,training,small
45154,Electronic,training,small
45160,,training,large
45166,,training,large
45173,Experimental,training,large
45174,,training,large
45175,,training,large
45212,,training,large
45213,,training,large
45214,,training,large
45215,,training,large
45216,,training,large
45217,,training,large
45218,Folk,training,large
45219,Folk,training,large
45220,Folk,training,large
45221,Folk,training,large
45222,Folk,training,large
45223,Folk,training,large
45224,Folk,training,large
45225,Folk,training,large
45226,Folk,training,large
45227,Folk,training,large
45228,Folk,training,large
45229,Folk,training,large
45230,Folk,training,medium
45231,Folk,training,large
45246,,training,large
45256,,training,large
45257,,training,large
45258,,training,large
45259,,training,large
45260,,training,large
45261,,training,large
45262,,training,large
45263,,training,large
45264,,training,large
45265,,training,large
45266,,training,large
45267,,training,large
45269,,training,large
45271,,training,large
45272,,training,large
45273,,training,large
45274,,training,large
45275,Rock,training,medium
45277,,training,large
45278,,training,large
45279,,training,large
45308,Rock,validation,large
45309,Rock,validation,large
45310,Rock,validation,large
45311,Rock,validation,large
45312,Rock,validation,large
45313,Rock,validation,large
45314,Rock,validation,large
45315,Rock,validation,large
45316,Rock,validation,large
45317,Rock,validation,large
45318,Rock,validation,large
45319,Rock,validation,large
45320,,training,large
45321,,training,large
45322,,training,large
45323,,training,large
45324,,training,large
45325,,training,large
45326,,training,large
45327,,training,large
45328,,training,large
45329,,training,large
45330,,training,large
45331,,training,large
45332,,training,large
45333,,training,large
45334,,training,large
45335,Pop,training,small
45336,Experimental,training,large
45337,Rock,validation,large
45338,Rock,validation,large
45339,Rock,validation,large
45340,Rock,validation,large
45341,Rock,validation,large
45342,Rock,validation,large
45343,Rock,validation,large
45344,Rock,validation,large
45345,Rock,validation,large
45346,Rock,validation,large
45347,Rock,validation,large
45348,Rock,validation,large
45349,Rock,validation,large
45350,Rock,validation,large
45351,,training,large
45352,,training,large
45353,,training,large
45354,,training,large
45355,,training,large
45356,,training,large
45357,,training,large
45358,,training,large
45359,,training,large
45360,,training,large
45361,,training,large
45362,Rock,test,medium
45363,Rock,test,medium
45364,Rock,test,medium
45365,Rock,test,medium
45366,Rock,test,medium
45367,Rock,test,large
45369,,training,large
45370,Rock,training,large
45371,Rock,training,large
45372,Rock,training,large
45373,Rock,training,large
45374,Rock,training,large
45375,Rock,training,medium
45379,,training,large
45380,,training,large
45381,,training,large
45382,,training,large
45383,,training,large
45384,,training,large
45386,,training,large
45387,Instrumental,training,small
45388,Instrumental,training,small
45389,Instrumental,training,small
45390,Instrumental,training,small
45391,Instrumental,training,small
45392,Instrumental,training,small
45393,Instrumental,training,small
45394,Instrumental,training,large
45395,,training,large
45396,,training,large
45397,,training,large
45398,,training,large
45399,,training,large
45400,,training,large
45401,,training,large
45402,,training,large
45403,,training,large
45404,,training,large
45405,,training,large
45406,,training,large
45407,,training,large
45408,,training,large
45409,,training,large
45410,,training,large
45411,,training,large
45412,,training,large
45413,,training,large
45414,,training,large
45415,,training,large
45416,,training,large
45417,,training,large
45418,Pop,training,large
45419,Experimental,validation,medium
45420,Experimental,validation,medium
45421,Experimental,validation,large
45422,Experimental,validation,large
45423,Experimental,validation,medium
45424,,validation,large
45425,Experimental,validation,large
45426,Experimental,validation,large
45427,Experimental,validation,medium
45428,Experimental,validation,large
45429,Experimental,validation,medium
45430,,training,large
45431,,training,large
45432,,training,large
45433,,training,large
45434,,training,large
45435,,training,large
45436,,training,large
45437,,training,large
45438,,training,large
45439,,training,large
45440,,training,large
45441,,training,large
45442,,training,large
45443,,training,large
45444,,training,large
45445,,training,large
45446,,training,large
45447,,training,large
45448,,training,large
45449,,training,large
45450,,training,large
45451,,training,large
45452,,training,large
45453,,training,large
45454,,training,large
45455,,training,large
45456,,training,large
45457,,training,large
45458,,training,large
45459,,training,large
45460,,training,large
45462,Rock,training,large
45463,Rock,training,medium
45464,Rock,training,large
45465,Rock,training,large
45466,Rock,training,large
45467,Rock,training,large
45468,Rock,training,large
45469,Rock,training,medium
45470,Rock,training,large
45471,,training,large
45472,,training,large
45473,,training,large
45474,Rock,training,small
45475,Rock,training,small
45476,,training,large
45485,Rock,training,medium
45486,Rock,training,medium
45488,,training,large
45489,,training,large
45490,,training,large
45491,,training,large
45492,,training,large
45493,,training,large
45494,,training,large
45495,,training,large
45496,,training,large
45497,,training,large
45498,,training,large
45499,,training,large
45500,,training,large
45501,,training,large
45502,Electronic,training,medium
45503,Electronic,training,medium
45504,Electronic,training,medium
45505,Electronic,training,medium
45506,Electronic,training,medium
45507,Electronic,training,medium
45508,Electronic,training,small
45509,Experimental,test,large
45510,Experimental,test,large
45511,Experimental,test,large
45512,Experimental,test,large
45513,Folk,training,small
45514,Folk,training,small
45515,Folk,training,small
45516,Folk,training,small
45517,Folk,training,small
45518,Folk,training,small
45519,Folk,training,small
45520,Folk,training,small
45521,Folk,training,small
45522,Folk,training,small
45523,Folk,training,small
45524,,training,large
45525,,training,large
45526,,training,large
45527,,training,large
45528,,training,large
45529,,training,large
45544,Rock,training,medium
45545,Rock,training,large
45546,Rock,training,large
45547,Rock,training,large
45548,Rock,training,large
45549,Rock,training,large
45550,Rock,training,medium
45551,Rock,training,medium
45558,,training,large
45559,,training,large
45561,,training,large
45562,,test,large
45563,,test,large
45564,,test,large
45565,,test,large
45566,,test,large
45567,,test,large
45568,,test,large
45569,,training,large
45570,,training,large
45571,,training,large
45573,,training,large
45574,,test,large
45575,,test,large
45576,,test,large
45577,,test,large
45578,,test,large
45579,,test,large
45580,,test,large
45581,,test,large
45582,,test,large
45583,,test,large
45584,,test,large
45585,,test,large
45586,,test,large
45587,,test,large
45588,,test,large
45589,,test,large
45590,,test,large
45591,,test,large
45592,,test,large
45593,,test,large
45594,,test,large
45595,,test,large
45596,,test,large
45597,,test,large
45598,,test,large
45599,,test,large
45600,,test,large
45601,,test,large
45602,,test,large
45603,,test,large
45604,,test,large
45605,,test,large
45606,,test,large
45607,,test,large
45608,,test,large
45609,,test,large
45610,Electronic,test,medium
45611,Electronic,test,medium
45612,Electronic,test,medium
45613,Electronic,test,medium
45614,Electronic,test,medium
45615,Electronic,test,medium
45616,Electronic,test,medium
45617,Electronic,test,medium
45618,Electronic,test,medium
45619,Electronic,test,medium
45620,Electronic,test,medium
45652,Experimental,training,large
45653,Experimental,training,large
45654,Experimental,training,large
45655,Experimental,training,large
45656,Experimental,training,large
45921,Experimental,test,medium
45922,Experimental,training,large
45923,Experimental,training,large
45924,Experimental,training,large
45925,Experimental,training,large
45926,Experimental,training,large
45927,Experimental,training,large
45928,Experimental,training,large
45929,Experimental,training,large
45930,Experimental,training,large
45931,Experimental,training,large
45932,Experimental,validation,large
45933,Experimental,training,large
45934,Experimental,test,small
45935,Experimental,training,large
45936,Experimental,training,large
45937,Experimental,training,large
45938,Experimental,training,large
45939,Experimental,training,large
45940,Experimental,training,large
45941,Experimental,training,small
45942,Experimental,training,large
45943,Experimental,test,large
45944,Experimental,training,large
45945,Experimental,training,large
45946,Experimental,validation,large
45947,Experimental,test,large
45948,Experimental,training,large
45949,Experimental,training,large
45950,Experimental,test,large
45951,Experimental,training,large
45952,Experimental,test,large
45953,Experimental,validation,medium
45954,Experimental,training,large
45955,Experimental,training,large
45956,Experimental,validation,large
45957,Experimental,training,large
45958,Experimental,training,large
45959,Experimental,training,large
45960,Experimental,training,large
45961,Experimental,training,large
45962,Experimental,training,large
45963,Experimental,training,large
45964,Rock,training,medium
45969,Experimental,training,large
45970,Experimental,training,large
45971,Experimental,test,large
45972,Experimental,training,medium
45973,Experimental,validation,large
45974,Experimental,training,large
45975,Experimental,training,large
45976,Experimental,training,large
45977,Experimental,training,large
45978,Experimental,training,large
45979,Experimental,training,large
45980,Experimental,test,medium
45981,Experimental,training,large
45982,Experimental,validation,large
45983,Experimental,training,large
45984,Experimental,training,large
45985,Experimental,training,large
45986,Experimental,training,large
45987,Experimental,training,large
45988,Experimental,training,large
45989,Experimental,training,large
45990,Experimental,training,large
45991,Experimental,test,large
45992,Experimental,training,large
45993,Experimental,training,large
45994,Experimental,training,large
45995,Experimental,training,large
45996,Experimental,training,large
45997,Experimental,training,large
45998,Experimental,training,large
45999,Experimental,training,large
46000,Experimental,training,large
46001,Experimental,training,large
46002,Experimental,training,large
46003,Experimental,training,large
46004,Experimental,test,large
46005,Experimental,training,medium
46006,Experimental,training,large
46007,Experimental,test,medium
46008,Experimental,training,medium
46009,Experimental,training,large
46010,Experimental,training,large
46011,Experimental,training,medium
46012,Rock,training,medium
46013,Rock,training,medium
46014,Rock,training,medium
46015,Rock,training,medium
46016,Rock,training,medium
46017,Rock,training,medium
46018,Rock,training,medium
46019,Rock,training,medium
46020,Rock,training,medium
46021,Rock,training,medium
46022,Rock,training,medium
46023,Rock,training,medium
46024,Rock,training,small
46025,Rock,training,medium
46026,Rock,training,medium
46027,Experimental,training,large
46028,Experimental,training,medium
46029,Experimental,validation,medium
46030,Experimental,training,large
46031,Experimental,validation,large
46032,Experimental,training,large
46033,Experimental,validation,large
46034,Experimental,validation,large
46035,Experimental,validation,large
46036,Experimental,training,large
46037,Experimental,validation,large
46038,Experimental,training,large
46039,Experimental,training,large
46040,Experimental,training,large
46041,Experimental,training,large
46042,Experimental,validation,large
46043,Experimental,training,small
46044,Experimental,training,large
46045,Experimental,training,large
46046,Experimental,validation,large
46047,Experimental,training,large
46048,Experimental,test,medium
46049,Experimental,test,large
46050,Experimental,training,large
46051,Experimental,training,large
46052,Experimental,training,large
46053,Experimental,training,large
46054,Experimental,training,medium
46055,Experimental,training,large
46056,Experimental,validation,large
46057,Experimental,test,large
46058,Experimental,training,small
46059,Experimental,training,medium
46060,Experimental,training,large
46061,Experimental,training,large
46062,Experimental,training,large
46063,Experimental,training,medium
46064,Experimental,training,medium
46065,Experimental,training,medium
46066,Experimental,training,medium
46067,Experimental,test,medium
46068,Experimental,training,small
46069,Experimental,training,medium
46070,,training,large
46071,Electronic,training,medium
46072,Electronic,training,medium
46073,Electronic,training,medium
46074,Electronic,training,medium
46075,Electronic,training,medium
46076,Electronic,training,large
46078,Hip-Hop,training,small
46079,Experimental,training,small
46080,Rock,test,medium
46083,Rock,training,medium
46084,Rock,training,medium
46085,Rock,training,medium
46086,Rock,training,medium
46087,Rock,test,medium
46088,Rock,training,medium
46089,Rock,training,medium
46090,Rock,training,large
46091,Rock,test,medium
46092,,training,large
46093,,training,large
46094,,training,large
46095,,training,large
46096,,training,large
46097,,training,large
46098,,training,large
46099,,training,large
46100,Rock,validation,medium
46101,,validation,large
46102,,validation,large
46103,,validation,large
46104,,validation,large
46105,,validation,large
46106,,validation,large
46107,,validation,large
46108,,validation,large
46109,,validation,large
46110,,validation,large
46111,,validation,large
46112,,validation,large
46113,,validation,large
46114,,training,large
46115,,training,large
46116,,training,large
46117,,training,large
46118,,training,large
46119,,training,large
46120,,training,large
46121,,training,large
46122,,training,large
46123,,training,large
46124,Rock,training,large
46125,Rock,training,large
46126,Rock,training,large
46127,Rock,test,large
46128,Rock,training,large
46129,Rock,training,large
46130,Rock,training,large
